0,0.460000011,572.360025,0.440000004,267.0813293,46.0000011
,,,,,
,,,,,
,,,,,
,,,,,
5,0.500000009,3.307495284,0.440000004,2.183578062,50.0000009
,,,,,
,,,,,
,,,,,
,,,,,
10,0.460000007,0.710055411,0.440000004,0.702916467,46.0000007
,,,,,
,,,,,
,,,,,
,,,,,
15,0.500000003,0.693548888,0.560000014,0.692825294,50.0000003
,,,,,
,,,,,
,,,,,
,,,,,
20,0.480000004,0.69322753,0.440000004,0.693390095,48.0000004
,,,,,
,,,,,
,,,,,
,,,,,
25,0.420000014,0.693771279,0.440000004,0.693727922,42.0000014
,,,,,
,,,,,
,,,,,
,,,,,
30,0.400000006,0.695312041,0.560000014,0.69218241,40.0000006
,,,,,
,,,,,
,,,,,
,,,,,
35,0.500000006,0.693549997,0.440000004,0.693907177,50.0000006
,,,,,
,,,,,
,,,,,
,,,,,
40,0.500000003,0.693526149,0.440000004,0.694327426,50.0000003
,,,,,
,,,,,
,,,,,
,,,,,
45,0.440000004,0.694207644,0.440000004,0.694399846,44.0000004
,,,,,
,,,,,
,,,,,
,,,,,
50,0.400000008,0.695922482,0.560000014,0.694493008,40.0000008
,,,,,
,,,,,
,,,,,
,,,,,
55,0.500000004,0.697030824,0.560000014,0.695726812,50.0000004
,,,,,
,,,,,
,,,,,
,,,,,
60,0.42000001,0.701802969,0.560000014,0.701055205,42.000001
,,,,,
,,,,,
,,,,,
,,,,,
65,0.500000006,0.706397259,0.440000004,0.707707965,50.0000006
,,,,,
,,,,,
,,,,,
,,,,,
70,0.400000007,0.715288907,0.560000014,0.714873362,40.0000007
71,0.500000006,0.716778773,0.560000014,0.718716431,50.0000006
72,0.500000009,0.720207107,0.560000014,0.719363332,50.0000009
